name,x,y
tatsoi,5.3477874,7.8312287
tauco,7.8162966,7.9316273
tea,1.9779643,8.017353
tea_tree_mushroom,4.9714875,9.310739
teff,2.3265393,6.7219124
tempeh,7.816906,7.8829694
tempura_flour,6.53113,8.433837
tenkasu,5.453948,7.9563932
tequila,0.61004394,5.516235
teriyaki_sauce,5.8394227,7.6597805
termite_mushroom,5.3886685,9.302305
textured_soy_protein,6.4125347,5.0062056
thai_basil,7.510549,8.112426
thai_tea,1.3716345,7.17775
thousand_island_dressing,4.936612,8.204967
thyme,5.9406886,5.742502
tiger_milk_mushroom,3.8125937,9.08005
tikka_masala,7.700811,6.2186265
tilapia,6.524347,7.164993
tkemali_sauce,3.628621,5.681368
toffee,0.92026114,6.751022
tofu,6.310179,8.467991
tofu_pudding,5.2002707,9.57692
tofu_skin,5.692066,8.7912
tom_yum_paste,6.008813,9.020982
tomatillo,6.912458,4.227815
tomato,6.2406845,6.019558
tonguefish,5.9746766,9.797943
tonic_water,0.46048895,6.0177855
tonka_bean,1.5195673,7.1949353
tonkatsu_sauce,5.462133,7.9799185
toor_dal,8.179107,6.555414
topmouth_culter,6.0235357,9.912096
tortellini,5.206843,4.4882574
tortilla,6.5638666,4.1060686
trehalose,1.8198245,7.354996
triple_sec,0.5955566,5.6628036
trout,5.30818,5.8870955
truffle_oil,4.995795,5.1657825
tsao_ko,6.3201084,9.0374
tteokbokki_sauce,5.4424505,9.514813
tulum_cheese,3.3206892,5.19876
tuna,6.141856,5.74304
turbot,6.0427365,9.28191
turkey,5.8809533,5.058271
turkey_sausage,5.698678,4.7630057
turkey_stock,5.50408,4.8705144
turkish_delight,1.8290112,6.3734155
turmeric,7.660704,7.4930024
turmeric_leaf,7.7412877,7.9445233
turnip,5.1202874,5.5386057
turnip_green,5.784292,5.18787
turtle,4.683938,9.2172785
tzatziki,5.337874,5.795015
udon_noodle,5.806041,8.417641
umami_sauce,5.8429165,9.676794
ume,5.1673093,7.234862
umeboshi,5.243035,8.223157
umeboshi_vinegar,5.1044154,6.8265753
unagi_kabayaki,5.264056,8.199257
unagi_sauce,5.360086,8.390253
urad_dal,8.175836,6.5475073
utskho_suneli,3.6103113,5.7189674
vadouvan,6.028335,4.9237423
vanilla,1.433008,6.457338
veal,5.364124,5.4303155
vegemite,5.8754416,4.4427557
vegeta_seasoning,6.681846,7.109326
vegetable_extract,5.6421366,9.310395
vegetable_juice,6.1718783,4.4150853
vegetable_oil,6.133441,6.150561
vegetable_puree,2.0763235,6.5892506
vegetable_stock,5.881685,5.6326203
vegetarian_oyster_sauce,5.5427136,9.0320425
velveeta_cheese,6.029789,3.9513319
venison,5.8769126,5.2212725
verjuice,4.971571,5.516194
vermicelli,6.7520247,8.095515
vermouth,0.8508349,5.3145275
viburnum,2.3218172,5.9549093
vienna_sausage,6.2617774,5.0427094
vietnamese_balm,7.217759,8.985095
vietnamese_coriander,7.2599955,8.952566
vietnamese_pork_roll,7.2649636,8.937736
vin_santo,4.328636,5.0458894
vinaigrette,5.2711477,5.65547
vinegar,6.5064883,8.138454
violet,0.6680066,6.627871
vodka,0.6639334,5.4340453
wafer,1.3502029,7.028403
waffle,1.2863353,6.874729
wakame,5.510556,8.417984
walleye,4.847704,4.575894
walnut,1.6748805,5.8548164
walnut_oil,4.674588,6.3589716
wampee,3.333174,9.078628
wasabi,5.628787,8.041164
water,1.645404,6.079941
water_bamboo,5.7819705,9.090496
water_celery,5.939183,9.205493
water_chestnut,3.3968847,8.812348
water_lily_flower,7.2463417,9.054156
water_mimosa,7.266191,9.009031
water_shield,5.139216,9.477124
water_spinach,6.773034,8.885368
watercress,5.5502486,6.790282
watermelon,1.1001365,5.6271772
watermelon_radish,5.3286996,8.494147
wax_apple,1.9865036,8.250224
weipa,5.6826754,8.293271
wheat,2.9233897,8.07785
wheat_germ,2.4339628,6.9178066
wheat_gluten,5.7984295,8.763255
whelk,5.994533,9.678575
whey,2.439217,6.5981426
whipped_topping,0.84016395,6.7293806
whiskey,0.66186243,5.352622
white_bean,6.064205,5.240066
white_chocolate,1.1708516,6.5058885
white_pepper,6.4387374,8.123107
white_soy_sauce,5.503496,8.655143
white_tea,2.790863,8.654284
white_truffle,5.0191526,5.0283747
white_vinegar,6.4592814,7.9892983
white_wine,6.064047,5.8996267
white_wine_vinegar,5.639991,5.582891
whitebait,5.305613,8.965917
whitefish,6.4444385,5.3639097
whiting,5.435825,4.9667783
whole_wheat_flour,2.320015,6.678833
wild_betel_leaf,7.101081,9.048851
wild_boar,4.9857116,5.439751
wild_garlic,3.7028959,5.7472777
wild_ginger,6.4661355,9.705267
wild_rice,5.004483,5.782939
wine,0.66279364,5.569727
wine_lees,5.106201,9.253213
winged_bean,6.875036,9.013169
winter_melon,4.4803314,9.025111
wintergreen,0.98618203,6.4141297
wisteria_flower,1.8665162,7.279014
wolfberry_leaf,5.6675725,9.544671
wolffish,3.5752022,5.8438954
wonton,5.7973323,8.812333
wood_ear_mushroom,5.960718,8.811133
worcestershire_sauce,6.1863008,5.4584975
wuchang_fish,5.9127994,9.886179
xanthan_gum,2.2770524,6.888247
xo_sauce,5.780535,9.045621
xylitol,2.3158774,7.701229
yacon,3.8754504,9.138069
yak_meat,5.768342,9.991188
yakiniku_sauce,5.5203295,8.011115
yakisoba_sauce,5.455718,7.9687195
yam,3.5910325,6.6801643
yard_long_bean,6.355662,8.880019
yeast,2.1319406,6.8072963
yellow_croaker,6.1350894,9.295322
yellow_curry_paste,7.053443,8.263744
yibin_yacai,5.8884196,9.24116
yogurt,1.892319,5.705063
youtiao,5.265217,9.390522
yu_choy,5.718713,9.090609
yufka,3.2590199,5.2303286
yuzu,5.683376,8.208952
yuzu_kosho,5.329531,8.224331
zaatar,4.5638504,5.5185866
zao_lu,4.818158,9.133477
zha_cai,5.789177,9.040238
zhajiang_sauce,5.3687243,9.635242
zucchini,5.8666625,6.0800066
zucchini_flower,4.7343383,5.2669773
